date,age_grp,gender,card_cnt
12/14/2016,40_65,F,1
12/14/2016,66_abv,F,2
12/15/2016,20_39,F,1
12/15/2016,40_65,M,1
12/16/2016,40_65,M,2
12/16/2016,66_abv,F,1
12/16/2016,66_abv,M,1
12/17/2016,20_39,F,1
12/17/2016,40_65,F,2
12/17/2016,66_abv,F,2
12/17/2016,66_abv,M,2
12/18/2016,40_65,F,1
12/18/2016,66_abv,F,1
12/19/2016,40_65,F,2
12/19/2016,40_65,M,1
12/19/2016,66_abv,F,1
12/20/2016,40_65,F,1
12/20/2016,40_65,M,2
12/20/2016,66_abv,F,2
12/20/2016,66_abv,M,1
12/21/2016,40_65,F,1
12/21/2016,40_65,M,3
12/21/2016,66_abv,F,2
12/22/2016,40_65,F,1
12/22/2016,40_65,M,1
12/23/2016,40_65,F,2
12/23/2016,40_65,M,4
12/23/2016,66_abv,F,1
12/23/2016,66_abv,M,1
12/24/2016,20_39,M,1
12/24/2016,40_65,F,2
12/24/2016,66_abv,F,2
12/24/2016,66_abv,M,1
12/25/2016,0_19,M,1
12/25/2016,20_39,M,1
12/25/2016,40_65,F,1
12/25/2016,40_65,M,1
12/25/2016,66_abv,F,3
12/26/2016,40_65,F,2
12/26/2016,40_65,M,3
12/26/2016,66_abv,M,1
12/27/2016,40_65,F,1
12/27/2016,40_65,M,2
12/27/2016,66_abv,F,4
12/27/2016,66_abv,M,1
12/28/2016,20_39,F,1
12/28/2016,40_65,F,3
12/28/2016,66_abv,F,4
12/28/2016,66_abv,M,1
12/29/2016,20_39,F,1
12/29/2016,40_65,F,2
12/29/2016,40_65,M,2
12/29/2016,66_abv,F,2
12/29/2016,66_abv,M,1
12/30/2016,20_39,F,1
12/30/2016,40_65,F,1
12/30/2016,66_abv,M,2
12/31/2016,40_65,M,1
12/31/2016,66_abv,F,1
1/1/2017,40_65,F,2
1/1/2017,66_abv,F,2
1/1/2017,66_abv,M,2
1/2/2017,40_65,M,1
1/2/2017,66_abv,M,2
1/4/2017,20_39,M,2
1/4/2017,40_65,M,1
1/4/2017,66_abv,F,2
1/5/2017,20_39,M,1
1/5/2017,40_65,M,2
1/5/2017,66_abv,M,1
1/6/2017,40_65,F,3
1/6/2017,40_65,M,1
1/6/2017,66_abv,F,1
1/6/2017,66_abv,M,1
1/7/2017,40_65,M,1
1/7/2017,66_abv,F,1
1/8/2017,0_19,F,1
1/9/2017,40_65,F,2
1/9/2017,66_abv,M,1
1/10/2017,20_39,M,1
1/10/2017,40_65,F,2
1/10/2017,40_65,M,1
1/10/2017,66_abv,F,3
1/10/2017,66_abv,M,1
1/11/2017,40_65,F,1
1/12/2017,20_39,F,1
1/12/2017,40_65,M,1
1/13/2017,40_65,F,1
1/13/2017,40_65,M,1
1/13/2017,66_abv,F,1
1/14/2017,40_65,F,2
1/14/2017,40_65,M,1
1/14/2017,66_abv,M,1
1/16/2017,40_65,M,1
1/17/2017,40_65,M,2
1/18/2017,40_65,F,2
1/18/2017,40_65,M,1
1/18/2017,66_abv,F,4
1/18/2017,66_abv,M,1
1/19/2017,40_65,M,1
1/19/2017,66_abv,F,1
1/20/2017,20_39,F,1
1/20/2017,20_39,M,1
1/20/2017,40_65,F,2
1/20/2017,66_abv,F,2
1/21/2017,66_abv,F,3
1/22/2017,40_65,F,3
1/22/2017,40_65,M,2
1/22/2017,66_abv,F,2
1/23/2017,40_65,F,2
1/23/2017,40_65,M,2
1/23/2017,66_abv,M,1
1/24/2017,20_39,F,1
1/24/2017,40_65,M,2
1/24/2017,66_abv,F,1
1/24/2017,66_abv,M,1
1/25/2017,40_65,F,1
1/25/2017,40_65,M,3
1/25/2017,66_abv,M,1
1/26/2017,40_65,F,2
1/26/2017,66_abv,F,1
1/26/2017,66_abv,M,1
1/27/2017,20_39,F,1
1/28/2017,20_39,M,1
1/28/2017,40_65,F,3
1/28/2017,66_abv,F,1
1/28/2017,66_abv,M,1
1/29/2017,20_39,M,1
1/29/2017,66_abv,F,2
1/29/2017,66_abv,M,1
1/30/2017,20_39,F,1
1/30/2017,66_abv,F,2
1/30/2017,66_abv,M,1
2/1/2017,40_65,F,1
2/1/2017,40_65,M,3
2/2/2017,40_65,F,1
2/2/2017,40_65,M,1
2/3/2017,20_39,F,1
2/3/2017,20_39,M,1
2/3/2017,40_65,F,2
2/3/2017,40_65,M,1
2/3/2017,66_abv,F,1
2/5/2017,40_65,F,1
2/5/2017,66_abv,F,1
2/5/2017,66_abv,M,1
2/6/2017,40_65,F,1
2/6/2017,66_abv,F,3
2/6/2017,66_abv,M,1
2/7/2017,40_65,F,1
2/8/2017,40_65,F,1
2/8/2017,40_65,M,1
2/9/2017,40_65,F,1
2/9/2017,66_abv,M,1
2/10/2017,20_39,F,1
2/10/2017,40_65,F,1
2/10/2017,66_abv,F,1
2/10/2017,66_abv,M,1
2/11/2017,20_39,M,1
2/12/2017,66_abv,M,1
2/14/2017,40_65,F,1
2/14/2017,40_65,M,1
2/14/2017,66_abv,M,1
2/15/2017,40_65,F,2
2/15/2017,66_abv,F,3
2/15/2017,66_abv,M,1
2/17/2017,40_65,F,1
2/17/2017,66_abv,F,2
2/18/2017,40_65,M,1
2/18/2017,66_abv,F,1
2/19/2017,40_65,F,2
2/19/2017,40_65,M,2
2/19/2017,66_abv,F,2
2/19/2017,66_abv,M,1
2/20/2017,20_39,M,1
2/20/2017,40_65,F,1
2/20/2017,40_65,M,1
2/21/2017,40_65,F,1
2/21/2017,66_abv,F,1
2/22/2017,20_39,M,2
2/22/2017,40_65,F,2
2/22/2017,40_65,M,2
2/22/2017,66_abv,F,2
2/23/2017,40_65,F,3
2/23/2017,40_65,M,1
2/23/2017,66_abv,F,1
2/24/2017,40_65,M,1
2/24/2017,66_abv,F,1
2/25/2017,20_39,M,2
2/25/2017,40_65,F,1
2/25/2017,40_65,M,1
2/25/2017,66_abv,F,1
2/26/2017,20_39,F,1
2/26/2017,66_abv,F,2
2/27/2017,40_65,F,1
2/27/2017,66_abv,F,3
2/27/2017,66_abv,M,1
2/28/2017,40_65,F,1
2/28/2017,66_abv,F,1
2/28/2017,66_abv,M,1
3/1/2017,20_39,F,1
3/1/2017,40_65,M,2
3/1/2017,66_abv,F,1
3/2/2017,20_39,M,1
3/2/2017,66_abv,F,1
3/3/2017,66_abv,M,1
3/4/2017,40_65,F,1
3/4/2017,40_65,M,1
3/4/2017,66_abv,F,3
3/4/2017,66_abv,M,1
3/6/2017,66_abv,F,2
3/7/2017,20_39,M,1
3/7/2017,40_65,F,2
3/7/2017,66_abv,F,2
3/8/2017,66_abv,F,1
3/8/2017,66_abv,M,1
3/9/2017,40_65,M,1
3/9/2017,66_abv,M,1
3/11/2017,40_65,F,2
3/11/2017,66_abv,F,1
3/12/2017,66_abv,F,1
3/12/2017,66_abv,M,1
3/13/2017,40_65,F,1
3/13/2017,40_65,M,2
3/14/2017,40_65,F,1
3/14/2017,66_abv,F,1
3/14/2017,66_abv,M,2
3/16/2017,40_65,M,1
3/16/2017,66_abv,F,3
3/17/2017,20_39,F,1
3/17/2017,40_65,M,2
3/18/2017,40_65,M,1
3/19/2017,40_65,F,1
3/19/2017,40_65,M,1
3/20/2017,40_65,M,3
3/20/2017,66_abv,F,2
3/21/2017,20_39,F,1
3/21/2017,40_65,F,1
3/21/2017,40_65,M,1
3/21/2017,66_abv,F,1
3/21/2017,66_abv,M,1
3/22/2017,20_39,F,1
3/22/2017,20_39,M,1
3/22/2017,40_65,F,1
3/22/2017,40_65,M,1
3/22/2017,66_abv,F,1
3/22/2017,66_abv,M,1
3/23/2017,20_39,F,1
3/23/2017,40_65,F,1
3/23/2017,66_abv,F,3
3/24/2017,40_65,F,1
3/24/2017,40_65,M,2
3/24/2017,66_abv,F,3
3/25/2017,66_abv,F,1
3/26/2017,66_abv,F,1
3/27/2017,20_39,F,1
3/27/2017,40_65,F,3
3/27/2017,40_65,M,1
3/28/2017,40_65,M,2
3/28/2017,66_abv,F,1
3/29/2017,40_65,M,1
3/29/2017,66_abv,F,2
3/29/2017,66_abv,M,1
3/30/2017,40_65,F,3
3/30/2017,66_abv,F,1
3/31/2017,40_65,F,1
3/31/2017,66_abv,F,1
3/31/2017,66_abv,M,2
4/1/2017,40_65,F,2
4/1/2017,66_abv,M,1
4/2/2017,20_39,F,1
4/2/2017,40_65,M,1
4/2/2017,66_abv,F,1
4/3/2017,20_39,F,1
4/3/2017,20_39,M,1
4/3/2017,40_65,F,2
4/4/2017,20_39,F,1
4/4/2017,40_65,F,1
4/4/2017,40_65,M,1
4/4/2017,66_abv,M,1
4/5/2017,20_39,F,1
4/5/2017,40_65,M,3
4/5/2017,66_abv,F,2
4/5/2017,66_abv,M,1
4/6/2017,20_39,F,1
4/6/2017,20_39,M,1
4/6/2017,40_65,F,1
4/7/2017,40_65,F,1
4/7/2017,40_65,M,2
4/7/2017,66_abv,M,1
4/8/2017,20_39,M,1
4/8/2017,40_65,F,1
4/8/2017,66_abv,F,2
4/8/2017,66_abv,M,2
4/9/2017,66_abv,F,1
4/9/2017,66_abv,M,1
4/10/2017,20_39,F,1
4/10/2017,40_65,F,2
4/10/2017,40_65,M,2
4/10/2017,66_abv,M,1
4/11/2017,20_39,F,1
4/11/2017,40_65,F,1
4/11/2017,66_abv,F,1
4/12/2017,20_39,F,1
4/12/2017,40_65,F,1
4/13/2017,40_65,M,2
4/13/2017,66_abv,M,1
4/14/2017,20_39,F,2
4/14/2017,40_65,M,1
4/14/2017,66_abv,F,2
4/15/2017,40_65,F,1
4/15/2017,66_abv,F,1
4/16/2017,40_65,F,1
4/17/2017,40_65,F,3
4/17/2017,40_65,M,1
4/18/2017,40_65,F,2
4/18/2017,40_65,M,1
4/18/2017,66_abv,F,1
4/19/2017,0_19,M,1
4/19/2017,40_65,F,1
4/19/2017,40_65,M,2
4/19/2017,66_abv,F,1
4/19/2017,66_abv,M,3
4/20/2017,40_65,F,2
4/21/2017,20_39,F,1
4/22/2017,20_39,F,1
4/23/2017,20_39,M,1
4/23/2017,40_65,M,2
4/24/2017,20_39,M,1
4/24/2017,40_65,F,2
4/24/2017,66_abv,F,1
4/24/2017,66_abv,M,2
4/25/2017,40_65,M,2
4/25/2017,66_abv,F,1
4/26/2017,0_19,F,1
4/26/2017,20_39,M,1
4/26/2017,40_65,F,1
4/26/2017,40_65,M,2
4/26/2017,66_abv,F,1
4/26/2017,66_abv,M,1
4/27/2017,40_65,F,3
4/27/2017,66_abv,F,3
4/28/2017,66_abv,F,1
4/29/2017,40_65,F,2
4/29/2017,40_65,M,1
4/29/2017,66_abv,F,1
4/29/2017,66_abv,M,1
4/30/2017,20_39,M,1
4/30/2017,40_65,F,1
4/30/2017,66_abv,F,3
5/1/2017,40_65,M,1
5/2/2017,20_39,M,1
5/3/2017,20_39,M,1
5/3/2017,40_65,F,1
5/3/2017,40_65,M,1
5/4/2017,20_39,M,1
5/4/2017,40_65,M,1
5/4/2017,66_abv,M,1
5/5/2017,40_65,F,2
5/5/2017,40_65,M,2
5/6/2017,40_65,F,1
5/7/2017,40_65,M,1
5/7/2017,66_abv,F,1
5/7/2017,66_abv,M,1
5/8/2017,40_65,F,1
5/8/2017,40_65,M,2
5/8/2017,66_abv,F,1
5/9/2017,66_abv,F,1
5/10/2017,40_65,F,3
5/10/2017,66_abv,F,2
5/10/2017,66_abv,M,1
5/11/2017,40_65,F,1
5/11/2017,66_abv,F,1
5/12/2017,40_65,M,1
5/13/2017,20_39,F,1
5/13/2017,66_abv,F,2
5/14/2017,40_65,F,1
5/14/2017,66_abv,F,2
5/15/2017,40_65,F,1
5/17/2017,40_65,F,1
5/17/2017,40_65,M,1
5/17/2017,66_abv,F,1
5/18/2017,20_39,F,1
5/18/2017,40_65,F,3
5/18/2017,40_65,M,1
5/18/2017,66_abv,F,2
5/18/2017,66_abv,M,2
5/19/2017,20_39,M,1
5/19/2017,40_65,F,2
5/19/2017,66_abv,F,1
5/20/2017,40_65,F,1
5/20/2017,40_65,M,1
5/20/2017,66_abv,F,1
5/20/2017,66_abv,M,2
5/21/2017,20_39,F,1
5/21/2017,40_65,F,2
5/21/2017,66_abv,F,2
5/22/2017,40_65,M,1
5/22/2017,66_abv,F,2
5/23/2017,40_65,M,1
5/23/2017,66_abv,F,2
5/24/2017,40_65,F,2
5/24/2017,40_65,M,1
5/24/2017,66_abv,F,3
5/24/2017,66_abv,M,1
5/25/2017,40_65,F,3
5/25/2017,40_65,M,1
5/25/2017,66_abv,F,1
5/26/2017,20_39,M,1
5/26/2017,66_abv,F,2
5/26/2017,66_abv,M,1
5/27/2017,40_65,F,1
5/27/2017,66_abv,F,1
5/28/2017,66_abv,F,1
5/29/2017,20_39,M,1
5/29/2017,40_65,F,1
5/29/2017,66_abv,F,1
5/30/2017,40_65,F,2
5/30/2017,66_abv,F,2
5/31/2017,20_39,F,1
5/31/2017,40_65,F,1
5/31/2017,40_65,M,1
6/1/2017,20_39,F,1
6/1/2017,40_65,F,2
6/1/2017,40_65,M,1
6/1/2017,66_abv,F,2
6/2/2017,40_65,M,2
6/2/2017,66_abv,F,1
6/3/2017,20_39,M,2
6/4/2017,20_39,M,2
6/4/2017,40_65,F,1
6/4/2017,40_65,M,1
6/4/2017,66_abv,F,2
6/5/2017,40_65,F,2
6/6/2017,40_65,F,2
6/6/2017,66_abv,M,2
6/7/2017,40_65,F,1
6/7/2017,40_65,M,2
6/8/2017,40_65,F,1
6/8/2017,40_65,M,1
6/8/2017,66_abv,F,1
6/9/2017,66_abv,F,2
6/10/2017,40_65,F,2
6/10/2017,66_abv,F,3
6/10/2017,66_abv,M,1
6/11/2017,66_abv,F,1
6/12/2017,40_65,M,1
6/13/2017,20_39,F,1
6/13/2017,40_65,M,1
6/13/2017,66_abv,F,1
6/14/2017,40_65,F,2
6/14/2017,66_abv,F,1
6/14/2017,66_abv,M,1
6/15/2017,40_65,F,1
6/15/2017,40_65,M,1
6/16/2017,40_65,F,1
6/16/2017,66_abv,F,2
6/16/2017,66_abv,M,1
6/17/2017,40_65,F,2
6/18/2017,40_65,F,2
6/18/2017,66_abv,M,3
6/19/2017,40_65,F,1
6/19/2017,40_65,M,1
6/20/2017,20_39,M,1
6/20/2017,66_abv,F,2
6/21/2017,20_39,M,1
6/21/2017,66_abv,F,1
6/22/2017,20_39,F,1
6/22/2017,40_65,M,1
6/22/2017,66_abv,M,1
6/23/2017,20_39,M,1
6/23/2017,40_65,F,1
6/23/2017,40_65,M,2
6/23/2017,66_abv,F,2
6/24/2017,40_65,F,1
6/24/2017,66_abv,F,2
6/24/2017,66_abv,M,1
6/25/2017,66_abv,F,2
6/26/2017,40_65,F,2
6/26/2017,66_abv,F,1
6/26/2017,66_abv,M,1
6/27/2017,20_39,F,2
6/27/2017,66_abv,F,3
6/28/2017,20_39,F,1
6/28/2017,40_65,M,1
6/28/2017,66_abv,M,1
6/29/2017,20_39,F,1
6/29/2017,40_65,M,1
6/30/2017,0_19,M,1
6/30/2017,20_39,F,1
6/30/2017,40_65,M,1
6/30/2017,66_abv,F,1
7/1/2017,66_abv,F,1
7/2/2017,40_65,F,1
7/2/2017,66_abv,F,4
7/2/2017,66_abv,M,1
7/3/2017,40_65,F,3
7/3/2017,66_abv,M,2
7/5/2017,20_39,F,1
7/5/2017,40_65,M,1
7/5/2017,66_abv,F,1
7/6/2017,66_abv,F,2
7/7/2017,20_39,F,1
7/7/2017,40_65,M,2
7/8/2017,40_65,M,2
7/8/2017,66_abv,M,1
7/9/2017,40_65,M,2
7/10/2017,40_65,M,1
7/10/2017,66_abv,M,1
7/12/2017,40_65,F,1
7/12/2017,40_65,M,1
7/12/2017,66_abv,M,1
7/13/2017,20_39,F,1
7/14/2017,40_65,F,1
7/14/2017,66_abv,F,1
7/15/2017,66_abv,F,1
7/15/2017,66_abv,M,1
7/16/2017,40_65,M,2
7/16/2017,66_abv,F,2
7/16/2017,66_abv,M,2
7/17/2017,20_39,F,1
7/17/2017,40_65,F,1
7/17/2017,40_65,M,2
7/17/2017,66_abv,M,1
7/18/2017,40_65,F,1
7/18/2017,40_65,M,1
7/18/2017,66_abv,F,3
7/18/2017,66_abv,M,1
7/19/2017,20_39,M,1
7/19/2017,40_65,F,1
7/19/2017,40_65,M,1
7/19/2017,66_abv,F,1
7/20/2017,40_65,F,1
7/20/2017,66_abv,F,1
7/21/2017,40_65,M,1
7/21/2017,66_abv,F,2
7/22/2017,66_abv,M,1
7/23/2017,20_39,F,2
7/23/2017,40_65,F,1
7/24/2017,20_39,M,1
7/24/2017,40_65,M,2
7/24/2017,66_abv,F,2
7/25/2017,40_65,F,3
7/26/2017,66_abv,F,2
7/27/2017,40_65,F,1
7/27/2017,40_65,M,1
7/27/2017,66_abv,F,1
7/28/2017,20_39,M,1
7/29/2017,40_65,F,2
7/29/2017,66_abv,F,2
7/30/2017,66_abv,M,1
7/31/2017,20_39,F,1
7/31/2017,40_65,F,2
7/31/2017,40_65,M,1
8/2/2017,40_65,F,3
8/2/2017,40_65,M,2
8/2/2017,66_abv,F,2
8/3/2017,66_abv,F,1
8/4/2017,40_65,F,2
8/5/2017,40_65,F,1
8/6/2017,40_65,F,2
8/6/2017,40_65,M,1
8/6/2017,66_abv,M,1
8/7/2017,40_65,F,1
8/8/2017,20_39,F,1
8/8/2017,40_65,F,1
8/8/2017,66_abv,F,1
8/9/2017,20_39,M,1
8/9/2017,40_65,F,1
8/9/2017,66_abv,F,2
8/9/2017,66_abv,M,1
8/10/2017,20_39,F,1
8/10/2017,40_65,F,2
8/10/2017,66_abv,F,4
8/11/2017,40_65,F,2
8/11/2017,40_65,M,1
8/12/2017,40_65,F,1
8/12/2017,66_abv,F,1
8/13/2017,20_39,F,1
8/13/2017,66_abv,M,1
8/14/2017,40_65,F,1
8/14/2017,40_65,M,1
8/14/2017,66_abv,F,1
8/14/2017,66_abv,M,1
8/15/2017,40_65,F,1
8/15/2017,66_abv,F,1
8/16/2017,40_65,F,1
8/16/2017,40_65,M,1
8/16/2017,66_abv,F,1
8/17/2017,40_65,F,1
8/17/2017,66_abv,M,1
8/18/2017,20_39,M,1
8/18/2017,66_abv,F,1
8/18/2017,66_abv,M,1
8/19/2017,40_65,F,1
8/19/2017,40_65,M,1
8/19/2017,66_abv,F,1
8/20/2017,40_65,F,1
8/20/2017,66_abv,F,3
8/20/2017,66_abv,M,1
8/21/2017,40_65,F,1
8/21/2017,66_abv,F,1
8/22/2017,40_65,M,1
8/23/2017,40_65,F,1
8/23/2017,66_abv,F,1
8/23/2017,66_abv,M,1
8/24/2017,20_39,M,1
8/24/2017,66_abv,F,1
8/25/2017,40_65,F,1
8/25/2017,40_65,M,2
8/25/2017,66_abv,F,2
8/26/2017,40_65,F,1
8/26/2017,66_abv,F,1
8/27/2017,40_65,M,1
8/27/2017,66_abv,F,2
8/27/2017,66_abv,M,1
8/28/2017,20_39,F,1
8/28/2017,40_65,F,1
8/28/2017,66_abv,F,1
8/29/2017,40_65,F,1
8/29/2017,66_abv,F,2
8/30/2017,40_65,F,1
8/30/2017,66_abv,F,2
8/31/2017,0_19,M,1
8/31/2017,20_39,M,1
8/31/2017,40_65,F,2
8/31/2017,40_65,M,1
8/31/2017,66_abv,M,1
9/1/2017,40_65,M,1
9/1/2017,66_abv,F,1
9/1/2017,66_abv,M,1
9/2/2017,40_65,F,1
9/2/2017,40_65,M,1
9/2/2017,66_abv,F,1
9/2/2017,66_abv,M,2
9/3/2017,40_65,M,1
9/4/2017,66_abv,F,1
9/4/2017,66_abv,M,1
9/5/2017,40_65,M,1
9/5/2017,66_abv,F,2
9/6/2017,20_39,F,1
9/6/2017,20_39,M,1
9/6/2017,40_65,M,1
9/6/2017,66_abv,F,1
9/6/2017,66_abv,M,1
9/7/2017,0_19,M,2
9/7/2017,20_39,M,1
9/7/2017,66_abv,F,3
9/8/2017,40_65,F,1
9/8/2017,40_65,M,1
9/8/2017,66_abv,F,1
9/9/2017,40_65,F,1
9/9/2017,40_65,M,1
9/9/2017,66_abv,F,1
9/10/2017,20_39,F,1
9/10/2017,40_65,F,1
9/10/2017,40_65,M,1
9/11/2017,66_abv,F,2
9/12/2017,20_39,F,1
9/12/2017,40_65,M,1
9/12/2017,66_abv,M,1
9/13/2017,66_abv,F,1
9/13/2017,66_abv,M,1
9/14/2017,40_65,F,1
9/14/2017,40_65,M,1
9/14/2017,66_abv,F,3
9/15/2017,40_65,F,3
9/15/2017,66_abv,F,3
9/16/2017,40_65,F,2
9/16/2017,66_abv,F,3
9/17/2017,40_65,F,2
9/17/2017,66_abv,M,1
9/18/2017,40_65,F,1
9/19/2017,40_65,F,2
9/19/2017,66_abv,F,2
9/20/2017,40_65,F,2
9/20/2017,40_65,M,2
9/20/2017,66_abv,M,1
9/21/2017,0_19,F,1
9/21/2017,20_39,F,1
9/21/2017,40_65,F,1
9/22/2017,40_65,F,1
9/22/2017,40_65,M,3
9/22/2017,66_abv,M,1
9/23/2017,40_65,F,2
9/23/2017,40_65,M,2
9/23/2017,66_abv,M,1
9/24/2017,66_abv,M,1
9/25/2017,20_39,M,2
9/25/2017,40_65,F,3
9/25/2017,66_abv,F,1
9/25/2017,66_abv,M,1
9/26/2017,20_39,M,1
9/26/2017,66_abv,M,3
9/27/2017,40_65,F,2
9/27/2017,66_abv,F,2
9/27/2017,66_abv,M,1
9/28/2017,40_65,F,1
9/28/2017,40_65,M,1
9/29/2017,20_39,F,1
9/29/2017,40_65,F,1
9/29/2017,66_abv,F,1
9/30/2017,66_abv,F,1
10/1/2017,40_65,F,1
10/1/2017,66_abv,F,2
10/1/2017,66_abv,M,4
10/2/2017,66_abv,M,2
10/3/2017,40_65,F,1
10/3/2017,40_65,M,2
10/3/2017,66_abv,F,3
10/4/2017,40_65,M,3
10/4/2017,66_abv,F,1
10/5/2017,20_39,F,1
10/5/2017,40_65,F,1
10/5/2017,66_abv,M,1
10/6/2017,66_abv,M,2
10/7/2017,40_65,M,1
10/7/2017,66_abv,M,1
10/8/2017,20_39,F,1
10/8/2017,66_abv,F,2
10/9/2017,66_abv,F,1
10/10/2017,40_65,F,1
10/10/2017,66_abv,F,2
10/10/2017,66_abv,M,3
10/11/2017,40_65,M,1
10/11/2017,66_abv,F,1
10/12/2017,20_39,F,2
10/12/2017,40_65,F,1
10/12/2017,40_65,M,1
10/12/2017,66_abv,M,1
10/13/2017,40_65,F,1
10/13/2017,66_abv,F,2
10/14/2017,20_39,F,1
10/14/2017,66_abv,F,1
10/15/2017,40_65,F,1
10/15/2017,40_65,M,2
10/15/2017,66_abv,M,1
10/16/2017,20_39,M,2
10/16/2017,40_65,F,1
10/17/2017,20_39,F,1
10/17/2017,40_65,F,1
10/17/2017,40_65,M,1
10/17/2017,66_abv,F,4
10/18/2017,40_65,F,2
10/18/2017,66_abv,F,2
10/19/2017,40_65,F,1
10/19/2017,66_abv,M,1
10/20/2017,40_65,F,2
10/20/2017,66_abv,F,1
10/21/2017,40_65,F,1
10/21/2017,40_65,M,1
10/21/2017,66_abv,F,1
10/22/2017,40_65,F,1
10/22/2017,40_65,M,1
10/22/2017,66_abv,F,1
10/23/2017,20_39,F,2
10/23/2017,40_65,M,3
10/23/2017,66_abv,M,1
10/24/2017,40_65,F,1
10/24/2017,40_65,M,1
10/24/2017,66_abv,F,1
10/25/2017,20_39,F,1
10/25/2017,40_65,M,1
10/25/2017,66_abv,F,2
10/25/2017,66_abv,M,2
10/26/2017,40_65,F,2
10/26/2017,66_abv,F,2
10/26/2017,66_abv,M,1
10/27/2017,66_abv,F,2
10/27/2017,66_abv,M,1
10/28/2017,40_65,F,1
10/28/2017,40_65,M,1
10/29/2017,40_65,F,2
10/29/2017,40_65,M,2
10/29/2017,66_abv,F,1
10/30/2017,20_39,F,1
10/30/2017,40_65,F,1
10/30/2017,66_abv,M,2
10/31/2017,40_65,F,1
10/31/2017,66_abv,F,1
11/1/2017,20_39,F,1
11/1/2017,20_39,M,1
11/1/2017,40_65,M,1
11/2/2017,40_65,F,1
11/2/2017,66_abv,F,1
11/2/2017,66_abv,M,1
11/3/2017,20_39,F,1
11/3/2017,40_65,M,1
11/4/2017,40_65,M,1
11/4/2017,66_abv,F,2
11/5/2017,20_39,F,1
11/5/2017,40_65,F,1
11/5/2017,40_65,M,2
11/5/2017,66_abv,F,1
11/6/2017,20_39,F,1
11/6/2017,66_abv,F,1
11/7/2017,20_39,F,1
11/7/2017,40_65,M,1
11/7/2017,66_abv,F,2
11/8/2017,40_65,F,2
11/8/2017,66_abv,M,1
11/9/2017,40_65,F,2
11/9/2017,66_abv,F,1
11/10/2017,40_65,F,1
11/10/2017,40_65,M,1
11/11/2017,20_39,F,1
11/11/2017,40_65,F,1
11/11/2017,66_abv,F,3
11/12/2017,40_65,F,1
11/13/2017,40_65,F,2
11/13/2017,40_65,M,2
11/13/2017,66_abv,F,1
11/14/2017,40_65,F,1
11/15/2017,40_65,F,1
11/15/2017,66_abv,M,2
11/16/2017,40_65,F,2
11/16/2017,40_65,M,1
11/16/2017,66_abv,F,1
11/17/2017,40_65,F,1
11/17/2017,66_abv,M,2
11/18/2017,66_abv,F,1
11/19/2017,20_39,M,1
11/19/2017,40_65,F,3
11/19/2017,40_65,M,2
11/20/2017,20_39,M,1
11/20/2017,40_65,F,1
11/20/2017,40_65,M,3
11/20/2017,66_abv,F,1
11/21/2017,40_65,F,1
11/21/2017,66_abv,F,1
11/22/2017,40_65,F,1
11/22/2017,66_abv,F,3
11/22/2017,66_abv,M,1
11/23/2017,40_65,F,1
11/23/2017,66_abv,M,1
11/24/2017,20_39,F,1
11/24/2017,40_65,F,1
11/24/2017,66_abv,F,2
11/24/2017,66_abv,M,2
11/25/2017,40_65,M,1
11/25/2017,66_abv,M,1
11/26/2017,40_65,F,2
11/26/2017,40_65,M,1
11/27/2017,20_39,F,1
11/27/2017,40_65,F,2
11/27/2017,66_abv,F,1
11/27/2017,66_abv,M,1
11/28/2017,40_65,F,2
11/28/2017,40_65,M,1
11/28/2017,66_abv,F,4
11/29/2017,40_65,F,2
11/29/2017,40_65,M,1
11/30/2017,20_39,F,1
11/30/2017,20_39,M,1
11/30/2017,40_65,F,2
11/30/2017,40_65,M,1
11/30/2017,66_abv,M,1
12/1/2017,40_65,F,1
12/1/2017,40_65,M,2
12/1/2017,66_abv,M,1
12/2/2017,40_65,F,2
12/2/2017,66_abv,F,1
12/3/2017,40_65,M,1
12/3/2017,66_abv,F,1
12/4/2017,40_65,F,4
12/4/2017,66_abv,F,3
12/5/2017,20_39,M,1
12/5/2017,40_65,F,1
12/5/2017,66_abv,M,1
12/6/2017,40_65,F,3
12/7/2017,40_65,M,1
12/7/2017,66_abv,F,1
12/7/2017,66_abv,M,1
12/8/2017,20_39,F,1
12/8/2017,20_39,M,3
12/8/2017,40_65,F,1
12/8/2017,40_65,M,1
12/8/2017,66_abv,M,1
12/9/2017,66_abv,M,1
12/10/2017,20_39,F,1
12/10/2017,66_abv,M,1
12/11/2017,20_39,F,1
12/11/2017,66_abv,F,3
12/12/2017,40_65,F,1
12/12/2017,40_65,M,1
12/12/2017,66_abv,F,1
12/12/2017,66_abv,M,1
12/13/2017,20_39,M,1
12/13/2017,66_abv,F,1
12/13/2017,66_abv,M,1
12/14/2017,20_39,F,1
12/14/2017,40_65,F,1
12/14/2017,40_65,M,1
12/14/2017,66_abv,F,1
12/14/2017,66_abv,M,1
12/15/2017,20_39,F,1
12/16/2017,66_abv,F,1
12/18/2017,20_39,F,1
12/18/2017,40_65,F,1
12/18/2017,66_abv,F,3
12/18/2017,66_abv,M,1
12/20/2017,40_65,F,1
12/20/2017,66_abv,F,2
12/21/2017,20_39,F,1
12/21/2017,20_39,M,1
12/21/2017,40_65,F,1
12/21/2017,40_65,M,1
12/21/2017,66_abv,F,2
