date,age_grp,gender,card_cnt
12/22/2017,40_65,F,1
12/22/2017,40_65,M,3
12/22/2017,66_abv,F,2
12/23/2017,40_65,F,1
12/23/2017,40_65,M,2
12/23/2017,66_abv,F,1
12/24/2017,66_abv,F,2
12/25/2017,40_65,F,1
12/25/2017,40_65,M,1
12/25/2017,66_abv,F,1
12/26/2017,20_39,F,2
12/26/2017,40_65,F,1
12/26/2017,40_65,M,2
12/26/2017,66_abv,M,1
12/27/2017,20_39,F,1
12/27/2017,40_65,F,1
12/27/2017,40_65,M,1
12/27/2017,66_abv,F,2
12/28/2017,20_39,F,1
12/28/2017,40_65,F,2
12/28/2017,66_abv,M,2
12/29/2017,40_65,F,4
12/29/2017,40_65,M,1
12/29/2017,66_abv,F,3
12/30/2017,40_65,F,1
12/30/2017,40_65,M,2
12/30/2017,66_abv,F,1
12/31/2017,40_65,F,1
12/31/2017,40_65,M,2
12/31/2017,66_abv,F,2
12/31/2017,66_abv,M,1
1/1/2018,40_65,F,1
1/1/2018,66_abv,F,2
1/2/2018,20_39,F,1
1/2/2018,40_65,F,1
1/3/2018,20_39,F,1
1/3/2018,40_65,F,2
1/4/2018,40_65,M,1
1/4/2018,66_abv,M,1
1/5/2018,66_abv,F,2
1/5/2018,66_abv,M,1
1/6/2018,20_39,M,1
1/6/2018,40_65,F,1
1/7/2018,66_abv,F,1
1/8/2018,66_abv,F,1
1/9/2018,40_65,F,3
1/9/2018,40_65,M,2
1/9/2018,66_abv,F,1
1/10/2018,20_39,M,2
1/10/2018,40_65,F,1
1/10/2018,40_65,M,1
1/10/2018,66_abv,M,2
1/11/2018,20_39,F,1
1/11/2018,40_65,M,1
1/11/2018,66_abv,F,2
1/11/2018,66_abv,M,1
1/12/2018,20_39,M,1
1/12/2018,40_65,F,2
1/12/2018,40_65,M,1
1/12/2018,66_abv,F,1
1/12/2018,66_abv,M,1
1/13/2018,40_65,F,1
1/13/2018,66_abv,M,1
1/14/2018,20_39,F,1
1/14/2018,40_65,M,4
1/14/2018,66_abv,F,1
1/15/2018,20_39,M,1
1/15/2018,40_65,F,2
1/15/2018,40_65,M,1
1/15/2018,66_abv,F,2
1/16/2018,40_65,F,2
1/16/2018,66_abv,M,1
1/17/2018,20_39,M,1
1/17/2018,40_65,F,2
1/17/2018,66_abv,F,1
1/17/2018,66_abv,M,1
1/18/2018,40_65,M,2
1/18/2018,66_abv,F,2
1/18/2018,66_abv,M,1
1/19/2018,40_65,M,1
1/19/2018,66_abv,F,4
1/19/2018,66_abv,M,1
1/20/2018,20_39,F,1
1/21/2018,66_abv,F,2
1/21/2018,66_abv,M,3
1/22/2018,66_abv,F,2
1/22/2018,66_abv,M,1
1/23/2018,20_39,F,1
1/23/2018,20_39,M,1
1/23/2018,66_abv,F,1
1/24/2018,40_65,F,1
1/24/2018,66_abv,F,1
1/25/2018,40_65,F,1
1/25/2018,40_65,M,2
1/25/2018,66_abv,F,2
1/26/2018,20_39,M,2
1/26/2018,40_65,M,1
1/27/2018,20_39,F,1
1/27/2018,66_abv,M,1
1/28/2018,20_39,F,1
1/28/2018,40_65,M,1
1/28/2018,66_abv,M,1
1/29/2018,20_39,F,1
1/29/2018,20_39,M,2
1/29/2018,40_65,F,1
1/29/2018,40_65,M,1
1/29/2018,66_abv,F,1
1/30/2018,20_39,M,1
1/30/2018,40_65,M,1
2/1/2018,20_39,F,2
2/1/2018,40_65,F,1
2/1/2018,40_65,M,1
2/1/2018,66_abv,F,1
2/2/2018,20_39,F,2
2/2/2018,40_65,F,2
2/2/2018,66_abv,F,2
2/2/2018,66_abv,M,1
2/3/2018,20_39,F,2
2/3/2018,40_65,F,3
2/3/2018,40_65,M,1
2/4/2018,20_39,F,2
2/4/2018,40_65,F,4
2/4/2018,40_65,M,1
2/5/2018,40_65,M,3
2/6/2018,20_39,F,1
2/6/2018,40_65,F,1
2/7/2018,20_39,F,1
2/7/2018,40_65,F,3
2/7/2018,66_abv,F,1
2/8/2018,20_39,M,1
2/8/2018,40_65,F,2
2/8/2018,40_65,M,1
2/8/2018,66_abv,F,1
2/9/2018,40_65,F,1
2/9/2018,40_65,M,1
2/9/2018,66_abv,F,1
2/10/2018,20_39,F,1
2/10/2018,40_65,F,2
2/10/2018,66_abv,F,1
2/11/2018,20_39,F,1
2/11/2018,40_65,M,1
2/11/2018,66_abv,F,2
2/12/2018,40_65,M,2
2/12/2018,66_abv,F,2
2/14/2018,66_abv,F,1
2/14/2018,66_abv,M,1
2/15/2018,0_19,F,1
2/15/2018,20_39,M,1
2/15/2018,40_65,F,1
2/15/2018,40_65,M,1
2/16/2018,40_65,F,3
2/16/2018,66_abv,M,1
2/17/2018,40_65,F,2
2/17/2018,66_abv,F,2
2/17/2018,66_abv,M,1
2/18/2018,40_65,M,1
2/18/2018,66_abv,F,2
2/19/2018,40_65,M,1
2/19/2018,66_abv,F,3
2/19/2018,66_abv,M,1
2/20/2018,20_39,M,1
2/20/2018,66_abv,M,2
2/21/2018,40_65,M,2
2/21/2018,66_abv,M,1
2/22/2018,20_39,F,1
2/23/2018,66_abv,F,2
2/23/2018,66_abv,M,1
2/24/2018,20_39,F,1
2/24/2018,20_39,M,1
2/25/2018,20_39,M,1
2/25/2018,40_65,F,1
2/25/2018,40_65,M,3
2/25/2018,66_abv,M,2
2/26/2018,20_39,M,1
2/26/2018,40_65,M,1
2/26/2018,66_abv,F,2
2/27/2018,40_65,F,3
2/27/2018,40_65,M,2
2/27/2018,66_abv,F,1
2/27/2018,66_abv,M,3
2/28/2018,20_39,F,2
2/28/2018,40_65,F,1
2/28/2018,40_65,M,3
2/28/2018,66_abv,F,1
3/1/2018,20_39,M,1
3/1/2018,40_65,F,1
3/1/2018,40_65,M,3
3/1/2018,66_abv,F,1
3/1/2018,66_abv,M,1
3/2/2018,40_65,F,3
3/2/2018,66_abv,F,1
3/2/2018,66_abv,M,2
3/3/2018,66_abv,F,1
3/3/2018,66_abv,M,2
3/4/2018,0_19,F,1
3/4/2018,20_39,F,1
3/4/2018,40_65,F,2
3/4/2018,40_65,M,1
3/4/2018,66_abv,F,1
3/5/2018,40_65,M,1
3/6/2018,20_39,F,2
3/6/2018,20_39,M,2
3/6/2018,40_65,F,1
3/6/2018,66_abv,F,2
3/6/2018,66_abv,M,1
3/7/2018,0_19,M,1
3/7/2018,40_65,F,2
3/7/2018,40_65,M,1
3/8/2018,40_65,F,1
3/8/2018,66_abv,F,2
3/8/2018,66_abv,M,2
3/10/2018,20_39,M,1
3/10/2018,40_65,M,1
3/10/2018,66_abv,F,1
3/11/2018,40_65,F,2
3/11/2018,40_65,M,2
3/11/2018,66_abv,F,2
3/12/2018,40_65,F,1
3/12/2018,40_65,M,1
3/12/2018,66_abv,F,1
3/13/2018,40_65,M,1
3/13/2018,66_abv,F,2
3/13/2018,66_abv,M,1
3/14/2018,40_65,M,1
3/14/2018,66_abv,F,3
3/14/2018,66_abv,M,1
3/15/2018,66_abv,M,2
3/16/2018,20_39,M,1
3/16/2018,40_65,F,2
3/16/2018,66_abv,F,1
3/17/2018,40_65,M,2
3/17/2018,66_abv,F,1
3/18/2018,20_39,M,2
3/18/2018,66_abv,M,1
3/19/2018,20_39,M,1
3/19/2018,40_65,M,1
3/19/2018,66_abv,F,1
3/20/2018,40_65,F,2
3/20/2018,40_65,M,1
3/20/2018,66_abv,M,1
3/21/2018,20_39,M,1
3/21/2018,40_65,F,2
3/21/2018,40_65,M,1
3/22/2018,40_65,F,3
3/22/2018,40_65,M,1
3/22/2018,66_abv,F,1
3/23/2018,40_65,F,2
3/23/2018,40_65,M,2
3/23/2018,66_abv,F,1
3/23/2018,66_abv,M,1
3/24/2018,20_39,M,1
3/24/2018,40_65,F,2
3/24/2018,40_65,M,1
3/24/2018,66_abv,F,1
3/24/2018,66_abv,M,1
3/25/2018,40_65,F,2
3/25/2018,40_65,M,1
3/25/2018,66_abv,F,1
3/25/2018,66_abv,M,3
3/26/2018,0_19,F,1
3/26/2018,20_39,F,1
3/26/2018,40_65,F,3
3/26/2018,40_65,M,1
3/26/2018,66_abv,F,3
3/27/2018,40_65,F,2
3/27/2018,40_65,M,2
3/27/2018,66_abv,F,2
3/27/2018,66_abv,M,1
3/29/2018,40_65,F,1
3/29/2018,40_65,M,1
3/29/2018,66_abv,M,2
3/30/2018,20_39,F,1
3/30/2018,20_39,M,1
3/30/2018,40_65,F,1
3/30/2018,66_abv,F,1
3/30/2018,66_abv,M,1
3/31/2018,20_39,F,1
3/31/2018,66_abv,F,1
4/1/2018,20_39,F,1
4/1/2018,66_abv,F,3
4/2/2018,40_65,F,2
4/2/2018,40_65,M,2
4/2/2018,66_abv,M,1
4/3/2018,40_65,F,1
4/3/2018,40_65,M,2
4/3/2018,66_abv,F,2
4/4/2018,20_39,F,1
4/4/2018,40_65,M,4
4/4/2018,66_abv,F,1
4/5/2018,40_65,M,1
4/5/2018,66_abv,F,1
4/6/2018,40_65,F,2
4/6/2018,40_65,M,1
4/6/2018,66_abv,F,2
4/7/2018,40_65,M,1
4/7/2018,66_abv,F,1
4/7/2018,66_abv,M,1
4/9/2018,20_39,F,1
4/9/2018,20_39,M,1
4/9/2018,40_65,F,3
4/9/2018,40_65,M,2
4/9/2018,66_abv,F,2
4/10/2018,40_65,F,2
4/10/2018,40_65,M,2
4/11/2018,20_39,F,2
4/11/2018,20_39,M,1
4/11/2018,40_65,F,1
4/11/2018,40_65,M,3
4/12/2018,20_39,F,1
4/12/2018,40_65,M,1
4/12/2018,66_abv,F,2
4/12/2018,66_abv,M,1
4/13/2018,40_65,F,1
4/13/2018,66_abv,F,1
4/13/2018,66_abv,M,2
4/14/2018,20_39,F,1
4/14/2018,20_39,M,1
4/14/2018,40_65,F,4
4/14/2018,66_abv,F,1
4/15/2018,66_abv,F,1
4/16/2018,20_39,F,1
4/16/2018,20_39,M,1
4/16/2018,40_65,M,2
4/16/2018,66_abv,F,1
4/16/2018,66_abv,M,1
4/17/2018,66_abv,F,2
4/19/2018,66_abv,F,2
4/19/2018,66_abv,M,2
4/20/2018,20_39,M,1
4/20/2018,40_65,F,2
4/20/2018,40_65,M,1
4/20/2018,66_abv,F,2
4/20/2018,66_abv,M,1
4/21/2018,40_65,F,3
4/21/2018,66_abv,F,1
4/22/2018,40_65,F,2
4/22/2018,40_65,M,1
4/22/2018,66_abv,M,1
4/23/2018,20_39,F,1
4/23/2018,66_abv,F,1
4/24/2018,20_39,M,1
4/24/2018,40_65,F,1
4/24/2018,66_abv,F,2
4/24/2018,66_abv,M,1
4/25/2018,20_39,M,1
4/25/2018,66_abv,F,1
4/25/2018,66_abv,M,1
4/26/2018,20_39,F,1
4/26/2018,20_39,M,1
4/26/2018,40_65,F,2
4/26/2018,66_abv,M,2
4/27/2018,40_65,F,1
4/27/2018,40_65,M,1
4/27/2018,66_abv,F,2
4/28/2018,40_65,F,1
4/28/2018,66_abv,F,1
4/28/2018,66_abv,M,1
4/29/2018,20_39,M,1
4/29/2018,40_65,F,1
4/29/2018,40_65,M,1
4/29/2018,66_abv,M,1
4/30/2018,20_39,F,1
4/30/2018,40_65,F,2
4/30/2018,40_65,M,2
4/30/2018,66_abv,F,1
5/2/2018,20_39,M,1
5/2/2018,40_65,F,1
5/2/2018,66_abv,F,1
5/2/2018,66_abv,M,1
5/3/2018,66_abv,F,1
5/4/2018,20_39,F,1
5/4/2018,40_65,F,2
5/4/2018,40_65,M,1
5/4/2018,66_abv,F,3
5/5/2018,66_abv,M,1
5/6/2018,20_39,F,1
5/6/2018,40_65,F,2
5/7/2018,40_65,M,1
5/7/2018,66_abv,F,1
5/8/2018,40_65,F,2
5/8/2018,66_abv,F,1
5/9/2018,40_65,F,1
5/10/2018,20_39,M,1
5/10/2018,40_65,F,2
5/10/2018,40_65,M,1
5/10/2018,66_abv,F,1
5/11/2018,66_abv,M,2
5/12/2018,40_65,F,1
5/12/2018,66_abv,M,1
5/13/2018,40_65,M,1
5/13/2018,66_abv,F,2
5/14/2018,20_39,M,1
5/14/2018,40_65,F,3
5/15/2018,20_39,F,1
5/15/2018,40_65,F,2
5/15/2018,40_65,M,1
5/15/2018,66_abv,F,1
5/16/2018,20_39,F,1
5/17/2018,40_65,F,1
5/17/2018,40_65,M,1
5/17/2018,66_abv,F,2
5/18/2018,40_65,F,2
5/19/2018,66_abv,F,1
5/19/2018,66_abv,M,1
5/20/2018,40_65,F,1
5/20/2018,66_abv,F,5
5/20/2018,66_abv,M,1
5/21/2018,40_65,F,2
5/21/2018,40_65,M,1
5/21/2018,66_abv,F,3
5/21/2018,66_abv,M,1
5/22/2018,40_65,F,2
5/22/2018,40_65,M,1
5/23/2018,40_65,F,1
5/23/2018,66_abv,M,1
5/24/2018,20_39,F,1
5/24/2018,40_65,F,3
5/24/2018,66_abv,F,1
5/24/2018,66_abv,M,2
5/25/2018,20_39,F,1
5/25/2018,40_65,F,1
5/25/2018,40_65,M,2
5/25/2018,66_abv,M,2
5/26/2018,66_abv,F,1
5/27/2018,20_39,F,1
5/27/2018,66_abv,F,1
5/28/2018,20_39,F,1
5/28/2018,66_abv,F,1
5/29/2018,20_39,F,1
5/29/2018,20_39,M,1
5/29/2018,40_65,F,1
5/29/2018,40_65,M,1
5/29/2018,66_abv,F,2
5/29/2018,66_abv,M,1
5/30/2018,20_39,F,1
5/30/2018,40_65,F,1
5/30/2018,40_65,M,2
5/30/2018,66_abv,M,2
5/31/2018,20_39,F,1
5/31/2018,40_65,F,1
5/31/2018,66_abv,F,4
6/1/2018,20_39,F,1
6/1/2018,66_abv,M,1
6/2/2018,20_39,F,1
6/2/2018,40_65,F,1
6/2/2018,66_abv,F,1
6/3/2018,20_39,F,1
6/3/2018,66_abv,F,1
6/4/2018,20_39,F,1
6/4/2018,40_65,F,4
6/4/2018,40_65,M,1
6/4/2018,66_abv,F,1
6/4/2018,66_abv,M,1
6/5/2018,40_65,F,1
6/5/2018,40_65,M,2
6/6/2018,20_39,F,1
6/6/2018,40_65,F,1
6/6/2018,66_abv,F,1
6/6/2018,66_abv,M,1
6/7/2018,40_65,M,1
6/8/2018,20_39,F,1
6/8/2018,20_39,M,1
6/8/2018,66_abv,F,2
6/9/2018,20_39,F,1
6/10/2018,20_39,F,1
6/10/2018,40_65,M,1
6/11/2018,40_65,M,1
6/11/2018,66_abv,F,1
6/12/2018,20_39,F,1
6/12/2018,40_65,F,1
6/13/2018,20_39,F,2
6/13/2018,40_65,F,3
6/13/2018,40_65,M,2
6/13/2018,66_abv,M,1
6/14/2018,20_39,M,1
6/14/2018,40_65,F,1
6/14/2018,40_65,M,2
6/14/2018,66_abv,F,2
6/15/2018,40_65,F,1
6/15/2018,66_abv,F,2
6/16/2018,66_abv,F,1
6/16/2018,66_abv,M,1
6/17/2018,20_39,F,1
6/17/2018,40_65,F,2
6/17/2018,40_65,M,2
6/18/2018,20_39,F,1
6/18/2018,40_65,M,1
6/18/2018,66_abv,F,1
6/19/2018,40_65,F,4
6/19/2018,40_65,M,1
6/20/2018,40_65,F,1
6/20/2018,40_65,M,1
6/21/2018,20_39,F,1
6/21/2018,40_65,F,2
6/21/2018,40_65,M,1
6/21/2018,66_abv,F,3
6/22/2018,20_39,F,1
6/22/2018,40_65,F,3
6/22/2018,40_65,M,1
6/23/2018,20_39,M,1
6/23/2018,40_65,F,1
6/23/2018,66_abv,F,1
6/23/2018,66_abv,M,1
6/24/2018,20_39,F,1
6/24/2018,40_65,M,1
6/25/2018,20_39,F,2
6/25/2018,40_65,F,1
6/25/2018,66_abv,F,1
6/26/2018,20_39,M,1
6/26/2018,40_65,F,3
6/26/2018,66_abv,F,1
6/26/2018,66_abv,M,1
6/27/2018,20_39,F,1
6/27/2018,40_65,F,1
6/27/2018,40_65,M,1
6/27/2018,66_abv,F,2
6/28/2018,40_65,F,2
6/28/2018,40_65,M,1
6/28/2018,66_abv,F,1
6/29/2018,20_39,F,1
6/29/2018,20_39,M,1
6/29/2018,40_65,M,1
6/29/2018,66_abv,F,2
6/30/2018,20_39,M,1
6/30/2018,40_65,F,2
6/30/2018,66_abv,F,1
7/1/2018,66_abv,F,1
7/1/2018,66_abv,M,1
7/2/2018,20_39,F,1
7/2/2018,40_65,F,2
7/2/2018,40_65,M,1
7/2/2018,66_abv,F,4
7/3/2018,40_65,F,2
7/3/2018,40_65,M,1
7/3/2018,66_abv,F,1
7/3/2018,66_abv,M,1
7/4/2018,20_39,F,1
7/4/2018,40_65,M,1
7/4/2018,66_abv,M,1
7/5/2018,40_65,F,1
7/6/2018,66_abv,F,2
7/6/2018,66_abv,M,1
7/7/2018,40_65,F,1
7/7/2018,40_65,M,1
7/7/2018,66_abv,F,2
7/9/2018,40_65,F,1
7/9/2018,40_65,M,1
7/9/2018,66_abv,F,2
7/9/2018,66_abv,M,1
7/11/2018,20_39,F,3
7/11/2018,40_65,F,2
7/11/2018,40_65,M,2
7/11/2018,66_abv,F,4
7/12/2018,40_65,M,2
7/12/2018,66_abv,F,2
7/13/2018,40_65,F,1
7/13/2018,66_abv,F,2
7/14/2018,40_65,F,2
7/14/2018,66_abv,M,1
7/15/2018,40_65,F,1
7/15/2018,40_65,M,2
7/15/2018,66_abv,F,1
7/16/2018,40_65,F,1
7/16/2018,66_abv,F,1
7/17/2018,40_65,F,3
7/17/2018,66_abv,M,1
7/18/2018,20_39,M,1
7/18/2018,40_65,F,2
7/18/2018,66_abv,F,1
7/18/2018,66_abv,M,1
7/19/2018,20_39,F,1
7/19/2018,40_65,M,2
7/19/2018,66_abv,F,1
7/20/2018,40_65,F,1
7/20/2018,40_65,M,1
7/20/2018,66_abv,F,1
7/21/2018,40_65,M,1
7/21/2018,66_abv,M,1
7/22/2018,40_65,F,1
7/22/2018,40_65,M,1
7/22/2018,66_abv,F,1
7/23/2018,20_39,F,1
7/23/2018,40_65,M,1
7/23/2018,66_abv,F,1
7/23/2018,66_abv,M,1
7/24/2018,40_65,F,1
7/24/2018,40_65,M,2
7/25/2018,20_39,F,2
7/25/2018,66_abv,F,2
7/26/2018,40_65,F,1
7/26/2018,66_abv,F,3
7/26/2018,66_abv,M,1
7/27/2018,20_39,F,1
7/27/2018,40_65,F,2
7/27/2018,66_abv,F,2
7/28/2018,40_65,M,1
7/28/2018,66_abv,F,1
7/30/2018,40_65,F,1
7/30/2018,40_65,M,1
7/30/2018,66_abv,F,2
7/30/2018,66_abv,M,1
7/31/2018,20_39,M,1
7/31/2018,40_65,F,1
7/31/2018,40_65,M,2
8/1/2018,40_65,F,1
8/1/2018,66_abv,F,2
8/2/2018,66_abv,F,1
8/2/2018,66_abv,M,3
8/3/2018,20_39,F,1
8/4/2018,20_39,F,1
8/4/2018,40_65,F,2
8/4/2018,40_65,M,1
8/4/2018,66_abv,F,3
8/4/2018,66_abv,M,1
8/5/2018,20_39,F,1
8/5/2018,40_65,M,1
8/5/2018,66_abv,F,1
8/5/2018,66_abv,M,1
8/6/2018,20_39,F,1
8/6/2018,40_65,M,1
8/6/2018,66_abv,F,1
8/7/2018,40_65,F,2
8/7/2018,40_65,M,1
8/7/2018,66_abv,F,1
8/8/2018,20_39,M,2
8/8/2018,40_65,F,3
8/8/2018,40_65,M,1
8/8/2018,66_abv,F,1
8/10/2018,20_39,F,1
8/10/2018,40_65,F,1
8/10/2018,40_65,M,1
8/10/2018,66_abv,F,3
8/11/2018,40_65,F,2
8/11/2018,40_65,M,1
8/11/2018,66_abv,F,2
8/12/2018,66_abv,F,1
8/13/2018,20_39,F,1
8/13/2018,40_65,M,2
8/14/2018,20_39,M,1
8/15/2018,66_abv,F,3
8/16/2018,40_65,F,1
8/16/2018,66_abv,F,1
8/17/2018,20_39,M,1
8/17/2018,40_65,F,1
8/17/2018,40_65,M,1
8/18/2018,20_39,F,1
8/18/2018,20_39,M,1
8/18/2018,40_65,F,1
8/18/2018,40_65,M,1
8/19/2018,40_65,F,1
8/19/2018,40_65,M,1
8/20/2018,20_39,F,1
8/20/2018,40_65,F,2
8/20/2018,66_abv,F,1
8/21/2018,40_65,F,3
8/22/2018,20_39,M,1
8/22/2018,40_65,F,2
8/22/2018,40_65,M,2
8/22/2018,66_abv,M,1
8/23/2018,20_39,M,1
8/23/2018,40_65,F,2
8/23/2018,40_65,M,4
8/23/2018,66_abv,F,1
8/23/2018,66_abv,M,1
8/24/2018,66_abv,F,2
8/24/2018,66_abv,M,2
8/25/2018,40_65,F,1
8/25/2018,40_65,M,2
8/25/2018,66_abv,F,1
8/26/2018,20_39,M,1
8/26/2018,40_65,F,1
8/26/2018,66_abv,F,1
8/27/2018,20_39,M,1
8/27/2018,66_abv,F,1
8/27/2018,66_abv,M,1
8/28/2018,40_65,M,1
8/29/2018,40_65,F,2
8/29/2018,66_abv,F,2
8/29/2018,66_abv,M,1
8/30/2018,20_39,F,1
8/31/2018,66_abv,F,1
9/1/2018,40_65,M,2
9/1/2018,66_abv,F,1
9/1/2018,66_abv,M,1
9/2/2018,40_65,F,1
9/2/2018,40_65,M,1
9/2/2018,66_abv,F,1
9/3/2018,66_abv,F,1
9/3/2018,66_abv,M,1
9/4/2018,20_39,F,2
9/4/2018,40_65,F,1
9/5/2018,20_39,F,1
9/5/2018,40_65,F,1
9/5/2018,40_65,M,2
9/5/2018,66_abv,F,1
9/6/2018,20_39,F,1
9/6/2018,40_65,F,2
9/6/2018,40_65,M,2
9/6/2018,66_abv,F,1
9/6/2018,66_abv,M,1
9/7/2018,0_19,F,1
9/7/2018,40_65,F,1
9/7/2018,40_65,M,1
9/7/2018,66_abv,F,2
9/9/2018,20_39,F,1
9/9/2018,20_39,M,1
9/9/2018,40_65,F,1
9/9/2018,66_abv,F,1
9/10/2018,20_39,F,1
9/10/2018,20_39,M,2
9/10/2018,40_65,F,1
9/10/2018,40_65,M,1
9/11/2018,40_65,F,4
9/11/2018,40_65,M,3
9/11/2018,66_abv,F,2
9/11/2018,66_abv,M,1
9/12/2018,20_39,M,1
9/12/2018,40_65,F,1
9/13/2018,40_65,F,1
9/13/2018,40_65,M,4
9/13/2018,66_abv,F,1
9/14/2018,40_65,M,1
9/15/2018,20_39,F,1
9/15/2018,40_65,F,2
9/17/2018,40_65,M,2
9/17/2018,66_abv,F,2
9/17/2018,66_abv,M,3
9/18/2018,40_65,F,1
9/18/2018,40_65,M,2
9/19/2018,40_65,F,1
9/19/2018,40_65,M,2
9/19/2018,66_abv,F,1
9/19/2018,66_abv,M,1
9/20/2018,40_65,F,2
9/20/2018,40_65,M,2
9/21/2018,20_39,F,2
9/21/2018,40_65,M,5
9/21/2018,66_abv,F,3
9/22/2018,20_39,F,1
9/22/2018,40_65,M,1
9/23/2018,40_65,F,1
9/24/2018,40_65,F,1
9/24/2018,40_65,M,2
9/24/2018,66_abv,M,2
9/25/2018,40_65,F,1
9/25/2018,40_65,M,1
9/25/2018,66_abv,F,1
9/25/2018,66_abv,M,1
9/26/2018,20_39,M,3
9/26/2018,40_65,F,3
9/26/2018,40_65,M,2
9/26/2018,66_abv,F,1
9/26/2018,66_abv,M,2
9/27/2018,40_65,M,1
9/27/2018,66_abv,F,2
9/27/2018,66_abv,M,1
9/28/2018,20_39,F,1
9/28/2018,40_65,F,2
9/28/2018,40_65,M,1
9/28/2018,66_abv,F,1
9/29/2018,20_39,F,2
9/29/2018,40_65,F,4
9/29/2018,40_65,M,2
9/29/2018,66_abv,F,2
9/29/2018,66_abv,M,3
9/30/2018,40_65,F,1
9/30/2018,66_abv,F,1
10/1/2018,66_abv,F,1
10/1/2018,66_abv,M,2
10/2/2018,40_65,F,1
10/2/2018,40_65,M,2
10/3/2018,40_65,M,1
10/3/2018,66_abv,F,2
10/4/2018,40_65,F,1
10/4/2018,40_65,M,1
10/5/2018,40_65,F,2
10/5/2018,66_abv,F,1
10/5/2018,66_abv,M,1
10/6/2018,40_65,F,1
10/6/2018,66_abv,F,1
10/7/2018,40_65,F,2
10/7/2018,40_65,M,1
10/7/2018,66_abv,F,3
10/8/2018,40_65,M,1
10/9/2018,20_39,M,1
10/9/2018,40_65,F,1
10/9/2018,40_65,M,1
10/10/2018,20_39,M,1
10/10/2018,40_65,F,2
10/10/2018,40_65,M,1
10/10/2018,66_abv,F,1
10/10/2018,66_abv,M,1
10/11/2018,40_65,F,1
10/11/2018,40_65,M,3
10/11/2018,66_abv,F,1
10/11/2018,66_abv,M,1
10/12/2018,40_65,F,1
10/12/2018,40_65,M,1
10/12/2018,66_abv,F,2
10/13/2018,40_65,M,1
10/13/2018,66_abv,F,1
10/13/2018,66_abv,M,1
10/14/2018,20_39,F,1
10/14/2018,40_65,F,2
10/14/2018,40_65,M,1
10/15/2018,40_65,F,1
10/15/2018,40_65,M,3
10/15/2018,66_abv,F,1
10/15/2018,66_abv,M,1
10/16/2018,40_65,F,2
10/16/2018,66_abv,F,1
10/16/2018,66_abv,M,1
10/17/2018,20_39,F,1
10/17/2018,66_abv,F,2
10/18/2018,20_39,M,1
10/18/2018,40_65,F,1
10/18/2018,66_abv,F,1
10/18/2018,66_abv,M,2
10/19/2018,40_65,F,2
10/20/2018,40_65,F,1
10/20/2018,40_65,M,1
10/20/2018,66_abv,M,1
10/21/2018,40_65,F,1
10/22/2018,20_39,M,1
10/22/2018,40_65,F,4
10/22/2018,66_abv,M,1
10/23/2018,40_65,M,5
10/23/2018,66_abv,F,1
10/24/2018,40_65,F,3
10/25/2018,40_65,F,1
10/25/2018,66_abv,F,2
10/26/2018,20_39,M,1
10/26/2018,40_65,F,1
10/26/2018,40_65,M,1
10/26/2018,66_abv,F,1
10/27/2018,20_39,F,1
10/27/2018,20_39,M,1
10/28/2018,40_65,M,1
10/28/2018,66_abv,F,2
10/28/2018,66_abv,M,1
10/29/2018,20_39,F,1
10/29/2018,40_65,M,1
10/29/2018,66_abv,F,3
10/30/2018,40_65,F,1
10/30/2018,66_abv,F,1
10/30/2018,66_abv,M,2
10/31/2018,40_65,F,1
11/1/2018,20_39,F,1
11/1/2018,40_65,M,1
11/1/2018,66_abv,F,1
11/1/2018,66_abv,M,2
11/2/2018,40_65,F,1
11/2/2018,66_abv,F,1
11/2/2018,66_abv,M,1
11/3/2018,40_65,F,1
11/3/2018,66_abv,F,1
11/4/2018,40_65,M,1
11/4/2018,66_abv,F,1
11/5/2018,20_39,F,2
11/5/2018,20_39,M,1
11/5/2018,40_65,F,1
11/5/2018,66_abv,M,1
11/6/2018,40_65,F,1
11/6/2018,40_65,M,1
11/6/2018,66_abv,F,2
11/7/2018,40_65,M,1
11/7/2018,66_abv,F,3
11/7/2018,66_abv,M,1
11/8/2018,40_65,F,1
11/8/2018,66_abv,M,1
11/9/2018,40_65,F,2
11/9/2018,40_65,M,2
11/10/2018,40_65,F,2
11/10/2018,66_abv,F,1
11/11/2018,40_65,F,1
11/11/2018,40_65,M,1
11/12/2018,20_39,F,1
11/12/2018,40_65,F,1
11/12/2018,40_65,M,4
11/13/2018,40_65,F,1
11/13/2018,40_65,M,1
11/13/2018,66_abv,F,1
11/13/2018,66_abv,M,1
11/14/2018,40_65,F,1
11/14/2018,66_abv,F,1
11/14/2018,66_abv,M,1
11/15/2018,20_39,F,1
11/15/2018,66_abv,F,1
11/16/2018,20_39,F,2
11/16/2018,66_abv,M,1
11/17/2018,20_39,M,1
11/17/2018,40_65,M,1
11/17/2018,66_abv,F,2
11/18/2018,40_65,F,1
11/18/2018,66_abv,F,1
11/18/2018,66_abv,M,1
11/19/2018,40_65,F,4
11/19/2018,40_65,M,1
11/19/2018,66_abv,F,2
11/19/2018,66_abv,M,2
11/20/2018,66_abv,F,3
11/21/2018,20_39,M,1
11/21/2018,40_65,F,2
11/21/2018,40_65,M,1
11/21/2018,66_abv,F,1
11/21/2018,66_abv,M,1
11/22/2018,40_65,F,2
11/22/2018,40_65,M,1
11/22/2018,66_abv,F,1
